0, 0, 1, 0, 0, 13.186767578125
0, 0, 1, 0, 0, 85.9345703125
0, 0, 1, 0, 0, 134.8974609375
0, 0, 1, 0, 0, 183.79248046875
0, 0, 1, 0, 0, 232.69189453125
0, 0, 0, 1, 0, 286.011962890625
0, 0, 0, 1, 1, 323.56005859375
0, 0, 0, 0, 1, 345.50146484375
0, 0, 0, 0, 1, 369.135498046875
0, 0, 0, 0, 0, 389.578125
0, 0, 0, 0, 0, 410.053466796875
0, 0, 0, 0, 0, 430.499267578125
0, 0, 0, 0, 0, 450.884765625
0, 0, 0, 0, 0, 471.43359375
0, 0, 0, 0, 0, 492.864501953125
0, 0, 0, 0, 0, 513.31005859375
0, 0, 0, 0, 0, 533.69921875
0, 0, 0, 0, 0, 554.160888671875
0, 0, 0, 0, 0, 574.668212890625
0, 0, 0, 0, 0, 595.06005859375
0, 0, 0, 0, 0, 615.601318359375
0, 0, 0, 0, 0, 636.0498046875
0, 0, 0, 0, 0, 656.51025390625
0, 0, 0, 0, 0, 676.9619140625
0, 0, 0, 0, 0, 697.439697265625
0, 0, 0, 0, 0, 717.83740234375
0, 0, 0, 0, 0, 738.26611328125
0, 0, 0, 0, 0, 758.68505859375
0, 0, 0, 0, 0, 779.09033203125
0, 0, 0, 0, 0, 799.517822265625
0, 0, 0, 0, 0, 820.062744140625
0, 0, 0, 0, 0, 840.468017578125
0, 0, 0, 0, 0, 860.932861328125
0, 0, 0, 0, 0, 881.4462890625
0, 0, 0, 0, 0, 902.888916015625
0, 0, 0, 0, 0, 923.340087890625
0, 0, 0, 0, 0, 943.719482421875
0, 0, 0, 0, 0, 964.1337890625
0, 0, 0, 0, 0, 984.692138671875
0, 0, 0, 0, 0, 1005.12646484375
0, 0, 0, 0, 0, 1025.5634765625
0, 0, 0, 0, 0, 1046.003662109375
0, 0, 0, 0, 0, 1066.570556640625
0, 0, 0, 0, 0, 1087.04931640625
0, 0, 0, 0, 0, 1107.45947265625
0, 0, 0, 0, 0, 1127.885986328125
0, 0, 0, 0, 0, 1148.269287109375
0, 0, 0, 0, 0, 1168.657470703125
0, 0, 0, 0, 0, 1189.03125
0, 0, 0, 0, 0, 1209.40576171875
1, 1, 0, 0, 0, 2077.823974609375
1, 1, 0, 0, 0, 2117.076416015625
0, 1, 0, 0, 0, 2135.95068359375
0, 1, 0, 0, 0, 2158.89990234375
1, 1, 0, 0, 0, 2177.75439453125
1, 1, 0, 0, 0, 2199.757080078125
1, 1, 0, 0, 0, 2218.620361328125
1, 1, 0, 0, 0, 2237.462646484375
1, 1, 0, 0, 0, 2261.88623046875
1, 1, 0, 0, 0, 2281.63916015625
0, 1, 0, 0, 0, 2300.8544921875
0, 1, 1, 0, 0, 2324.169921875
0, 1, 1, 0, 0, 2343.643798828125
0, 0, 1, 0, 0, 2363.21435546875
0, 0, 1, 1, 0, 2385.928955078125
0, 0, 1, 1, 0, 2406.318603515625
0, 0, 0, 1, 0, 2425.15185546875
0, 0, 0, 1, 0, 2445.6259765625
0, 0, 0, 1, 1, 2464.54345703125
0, 0, 0, 1, 1, 2488.069091796875
0, 0, 0, 1, 1, 2506.975830078125
0, 0, 0, 1, 1, 2525.857421875
0, 0, 0, 1, 1, 2544.731689453125
0, 0, 0, 1, 1, 2563.591552734375
0, 0, 0, 1, 1, 2583.2783203125
0, 0, 0, 1, 1, 2603.236328125
0, 0, 0, 1, 1, 2623.217529296875
0, 0, 0, 1, 1, 2643.316650390625
0, 0, 0, 1, 0, 2663.22021484375
0, 0, 0, 1, 0, 2685.216796875
0, 0, 0, 1, 0, 2704.025634765625
0, 0, 0, 1, 0, 2723.18603515625
0, 0, 0, 1, 0, 2743.2041015625
0, 0, 0, 1, 0, 2763.231201171875
0, 0, 0, 1, 0, 2783.298583984375
0, 0, 1, 1, 0, 2803.193115234375
0, 0, 1, 1, 0, 2823.30517578125
0, 0, 1, 1, 0, 2843.238037109375
0, 0, 1, 1, 0, 2863.230712890625
0, 0, 1, 1, 0, 2883.28662109375
0, 0, 1, 1, 0, 2903.216064453125
0, 0, 1, 1, 0, 2923.181884765625
0, 0, 1, 1, 0, 2943.258544921875
0, 0, 0, 1, 0, 2963.391357421875
0, 0, 0, 1, 0, 2983.23095703125
